Config ID,Window,K,Hidden Size,Num Layers,Ridge Alpha,Input Scaling,RMSE,MAE,MAPE,Training Time
637,96,1,200,7,1.0,0.5,395.9417955991956,279.85908308112687,0.02230265978819793,1.7161500670693137
638,96,1,200,7,1.0,0.7,342.5388876792469,243.22697869040147,0.019413670455703982,1.8104292912916704
639,96,1,200,7,1.0,1.0,300.3817297677455,213.3955064329836,0.01709245161157848,1.9940151084553113
640,124,1,20,1,0.001,0.1,241.74613735896625,169.8581343551949,0.013993801573437537,0.029937527396462126
641,124,1,20,1,0.001,0.3,242.17609307322752,168.11740855744526,0.013989605327913464,0.04056512225757942
642,124,1,20,1,0.001,0.5,244.3212665373317,169.81832054585172,0.014093102718059764,0.03186854449185453
643,124,1,20,1,0.001,0.7,245.0348099761598,170.35740458596828,0.01411602041243749,0.03419572656804861
644,124,1,20,1,0.001,1.0,245.55113796563037,170.8867079143885,0.014140627838006492,0.028995513916015583
645,124,1,20,1,0.01,0.1,301.6321079407116,216.31202927368625,0.017300858707259937,0.03454639694907444
646,124,1,20,1,0.01,0.3,242.55358807219528,170.60308256511834,0.014030550243999556,0.028607541864568473
647,124,1,20,1,0.01,0.5,239.54508780324625,166.94949476939854,0.013870507992646964,0.03433704376220698
648,124,1,20,1,0.01,0.7,240.8007217511147,167.39907903163765,0.013934632695206672,0.034883542494340315
649,124,1,20,1,0.01,1.0,242.63032783826185,168.74944920437122,0.014025042641360374,0.02956078269264911
650,124,1,20,1,0.1,0.1,497.2520736954659,350.34092708847515,0.027749588040930803,0.03743137012828476
651,124,1,20,1,0.1,0.3,307.289521137428,220.37937259298636,0.0176084329650551,0.030107996680519764
652,124,1,20,1,0.1,0.5,265.1057008113526,189.22746804357803,0.015281997303599654,0.036305210807106664
653,124,1,20,1,0.1,0.7,249.91749114313873,176.7806655803917,0.014429234329677392,0.028644756837324616
654,124,1,20,1,0.1,1.0,241.95377564652975,170.16272431403254,0.014026057160644666,0.03810767693953076
655,124,1,20,1,1.0,0.1,899.3249997232047,685.5582926784774,0.052633344242676204,0.029747486114501894
656,124,1,20,1,1.0,0.3,511.06351306963535,360.07215463167506,0.028483523499140958,0.03668145699934521
657,124,1,20,1,1.0,0.5,399.1351733398604,283.5288294543537,0.02252184841798729,0.03275990486145015
658,124,1,20,1,1.0,0.7,344.67128733330605,246.73761860954858,0.019649562140020164,0.029296159744262654
659,124,1,20,1,1.0,1.0,301.9613048588765,216.77103431027862,0.01732681075493672,0.0358114892786199
660,124,1,20,3,0.001,0.1,241.76433137084257,169.88802980210855,0.013995634804400782,0.11156268553300333
661,124,1,20,3,0.001,0.3,242.13504753081327,168.09600539009037,0.013988049431395864,0.10862309282476247
662,124,1,20,3,0.001,0.5,244.1841980431661,169.60938683454913,0.014081490427030456,0.1086219874295321
663,124,1,20,3,0.001,0.7,245.01366046194954,170.33088824374587,0.014113295394297953,0.11142331903631031
664,124,1,20,3,0.001,1.0,245.59787848776753,170.93667152296396,0.014136381370810282,0.10157630660317157
665,124,1,20,3,0.01,0.1,301.7467351525619,216.4026253647087,0.017304026276443216,0.11397647857666011
666,124,1,20,3,0.01,0.3,242.51581794266892,170.54535061463886,0.014033940753883756,0.07875774123451923
667,124,1,20,3,0.01,0.5,239.56807717665734,167.0192187062261,0.013871098289287427,0.07682082869789812
668,124,1,20,3,0.01,0.7,240.81197711641462,167.4270867077467,0.013931296553179583,0.07774684645912862
669,124,1,20,3,0.01,1.0,242.5860194534962,168.6343614850167,0.014006200663360153,0.10848409479314626
670,124,1,20,3,0.1,0.1,497.2284414314358,350.31020910303045,0.027729049430721544,0.09565669840032398
671,124,1,20,3,0.1,0.3,307.00780556672566,220.17420490833902,0.0175939948112986,0.10582418875260782
672,124,1,20,3,0.1,0.5,265.21872836892857,189.31802966195656,0.01528003421560511,0.11103918335654515
