Config ID,Dataset,Window,K,Hidden,Layers,Ridge,Scaling,RMSE,MAE,MAPE,Time
569,NASDAQ.xlsx,96,1,200,1,0.01,1.0,200.61088600822868,145.98440963667096,0.015007970465701308,0.1349470615386963
569,NIFTY50.xlsx,96,1,200,1,0.01,1.0,214.85476643681463,148.49396783841044,0.014175562840808228,0.13919663429260254
569,NYSE.xlsx,96,1,200,1,0.01,1.0,252.50545673543277,168.0720530282374,0.01424149285943407,0.1367335319519043
569,RUSSELL2000.xlsx,96,1,200,1,0.01,1.0,37.11301995289585,26.91968006752579,0.018936919443427423,0.13210558891296387
569,SENSEX.xlsx,96,1,200,1,0.01,1.0,750.2366416727414,514.6880682124544,0.014450591547205113,0.1311945915222168
569,SP500.xlsx,96,1,200,1,0.01,1.0,61.29935417046274,41.55868960425514,0.013758887036704045,0.132066011428833
569,SSE.xlsx,96,1,200,1,0.01,1.0,40.72948449622835,30.262602296594025,0.009564649119927094,0.12794089317321777
570,DJI.xlsx,96,1,200,1,0.1,0.1,1164.0868111490263,750.9962441502889,0.030112056503674232,0.13573861122131348
570,HSI.xlsx,96,1,200,1,0.1,0.1,586.031544427642,439.4072142888335,0.01752333498334096,0.13170242309570312
570,KOSPI.xlsx,96,1,200,1,0.1,0.1,72.48980291139618,54.16045438992641,0.024404016555020794,0.12939143180847168
570,LSE.xlsx,96,1,200,1,0.1,0.1,188.87274234930274,118.7437172030023,0.01987678583817546,0.13352417945861816
570,NASDAQ.xlsx,96,1,200,1,0.1,0.1,437.61973084460385,357.81352076131753,0.03661059906409442,0.13398122787475586
570,NIFTY50.xlsx,96,1,200,1,0.1,0.1,502.13414291577755,360.78777613025926,0.03383799188859078,0.14002394676208496
570,NYSE.xlsx,96,1,200,1,0.1,0.1,469.82774470143096,313.9187606078956,0.02645219014338723,0.13299250602722168
570,RUSSELL2000.xlsx,96,1,200,1,0.1,0.1,71.74697029698456,52.39099536016136,0.035790381013551385,0.13817930221557617
570,SENSEX.xlsx,96,1,200,1,0.1,0.1,1742.1728046446613,1246.1918716319412,0.03439778530898618,0.1404118537902832
570,SP500.xlsx,96,1,200,1,0.1,0.1,131.08374636915448,91.63139499603713,0.03034402288858369,0.13233065605163574
570,SSE.xlsx,96,1,200,1,0.1,0.1,66.22540219060387,45.82611831897238,0.014322756350814272,0.16374635696411133
571,DJI.xlsx,96,1,200,1,0.1,0.3,718.9918025065629,467.97837578891034,0.01867212788806512,0.13525867462158203
